time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-09-19T11:03:15.400Z,36.4283,-96.9249,6.303,2.8,ml,,35,,0.2,us,us10006qtk,2016-12-12T23:01:31.040Z,"14km NW of Pawnee, Oklahoma",earthquake,0.6,2,,,reviewed,tul,tul
2016-09-19T04:50:33.300Z,36.4214,-96.9179,5.062,2.5,ml,,46,,0.23,us,us10006qs8,2016-12-12T23:01:31.040Z,"13km NW of Pawnee, Oklahoma",earthquake,1,1.1,,,reviewed,tul,tul
2016-09-19T04:16:31.200Z,35.8527,-97.2379,5.573,2.9,ml,,28,,0.28,us,us10006qs6,2016-12-12T23:01:30.040Z,"10km S of Langston, Oklahoma",earthquake,1.2,2,,,reviewed,tul,tul
2016-09-19T03:24:40.910Z,39.0107,-99.5775,2.7,3.2,mb_lg,,36,0.232,0.69,us,us10006qs0,2016-12-12T23:01:30.040Z,"8km N of Ellis, Kansas",earthquake,4.2,8,0.048,115,reviewed,us,us
2016-09-19T02:37:55.300Z,36.2852,-97.5105,6.379,2.5,ml,,27,,0.2,us,us10006qrr,2016-12-12T23:01:30.040Z,"19km W of Perry, Oklahoma",earthquake,1,3.2,,,reviewed,tul,tul
2016-09-19T00:30:19.509Z,37.1461,-115.1853,14.7,2.8,ml,28,74.81,0.282,0.231,nn,nn00560595,2018-07-02T18:03:51.187Z,"24km S of Alamo, Nevada",earthquake,,6.8,0.33,19,reviewed,nn,nn
2016-09-18T22:16:17.200Z,36.7763,-97.8225,5.223,2.7,ml,,53,,0.46,us,us10006qqp,2016-12-12T23:01:30.040Z,"8km WSW of Medford, Oklahoma",earthquake,1.5,6.8,,,reviewed,tul,tul
2016-09-18T21:30:52.300Z,36.3862,-96.806,3.506,2.7,ml,,49,,0.57,us,us10006qqb,2016-12-12T23:01:30.040Z,"5km N of Pawnee, Oklahoma",earthquake,1.3,4.1,,,reviewed,tul,tul
2016-09-18T20:05:11.210Z,43.7729,-105.2683,0,3.1,ml,,81,0.955,0.8,us,us10006qps,2016-12-12T23:01:30.040Z,"Wyoming",mining explosion,3.5,2,0.063,37,reviewed,us,us
2016-09-18T19:30:45.060Z,39.0237,-99.6559,5,2.6,mb_lg,,74,0.218,0.96,us,us10006qpq,2016-12-12T23:01:30.040Z,"12km NW of Ellis, Kansas",earthquake,3.4,2,0.072,50,reviewed,us,us
2016-09-18T18:30:34.600Z,36.281,-97.5116,6.939,3.2,ml,,25,,0.53,us,us10006qpk,2016-12-12T23:01:29.040Z,"20km W of Perry, Oklahoma",earthquake,1.1,5.5,,,reviewed,tul,tul
2016-09-18T18:17:40.200Z,36.758,-98.0582,7.116,2.6,ml,,52,,0.19,us,us10006qpi,2016-12-12T23:01:29.040Z,"26km E of Cherokee, Oklahoma",earthquake,1,3.8,,,reviewed,tul,tul
2016-09-18T14:42:47.300Z,35.8513,-97.2388,5.611,2.5,ml,,32,,0.42,us,us10006qnp,2016-12-12T23:01:29.040Z,"10km S of Langston, Oklahoma",earthquake,0.8,5.5,,,reviewed,tul,tul
2016-09-18T14:35:26.750Z,37.5951667,-119.363,2.62,3.12,ml,13,261,0.2279,0.08,nc,nc71016287,2017-02-11T00:53:22.523Z,"24km SE of Yosemite Valley, California",earthquake,0.93,2.55,0.138,19,reviewed,nc,nc
2016-09-18T14:35:09.710Z,37.6316667,-119.4205,-1.86,3.26,ml,74,40,0.2703,0.12,nc,nc72698536,2017-02-11T00:53:15.300Z,"18km SE of Yosemite Valley, California",earthquake,0.2,2.73,0.123,25,reviewed,nc,nc
2016-09-18T14:07:41.900Z,36.7754,-97.822,5.64,2.5,ml,,53,,0.49,us,us10006qng,2016-12-12T23:01:29.040Z,"8km WSW of Medford, Oklahoma",earthquake,1.5,5.4,,,reviewed,tul,tul
2016-09-18T07:04:51.500Z,35.8567,-97.2278,6.206,2.5,ml,,36,,0.36,us,us10006qm1,2016-12-12T23:01:29.040Z,"10km SSE of Langston, Oklahoma",earthquake,1.1,4.2,,,reviewed,tul,tul
2016-09-17T21:44:14.500Z,36.9253,-97.3714,7.089,2.6,ml,,134,,0.24,us,us10006qhq,2016-12-12T23:01:28.040Z,"15km NNW of Blackwell, Oklahoma",earthquake,1.5,4.3,,,reviewed,tul,tul
2016-09-17T17:05:47.000Z,35.2695,-96.9984,6.158,2.6,ml,,70,,0.43,us,us10006qfy,2016-12-12T23:01:27.040Z,"5km WNW of Tecumseh, Oklahoma",earthquake,1.2,4.6,,,reviewed,tul,tul
2016-09-17T13:18:17.680Z,37.4093,-97.421,5,2.9,mb_lg,,55,0.162,0.24,us,us10006qey,2016-12-12T23:01:27.040Z,"12km SE of Clearwater, Kansas",earthquake,1.3,1.8,0.069,55,reviewed,us,us
2016-09-17T10:48:20.270Z,36.0615,-120.09,16.54,2.63,md,71,183,0.2306,0.09,nc,nc72697721,2017-02-11T00:45:08.180Z,"7km NNE of Avenal, California",earthquake,0.26,0.34,0.154,92,reviewed,nc,nc
2016-09-17T09:41:52.780Z,36.0536667,-120.0905,17.65,3.19,ml,105,60,0.2315,0.16,nc,nc72697686,2017-02-11T00:44:32.330Z,"6km NNE of Avenal, California",earthquake,0.19,0.29,0.107,25,reviewed,nc,nc
2016-09-17T08:14:35.820Z,38.8388333,-122.8295,2.36,2.72,md,54,53,0.004505,0.05,nc,nc72697636,2017-02-11T00:44:03.320Z,"9km WNW of Cobb, California",earthquake,0.11,0.16,0.242,23,reviewed,nc,nc
2016-09-17T06:18:53.300Z,36.7021,-97.7395,6.358,3,ml,,43,,0.12,us,us10006qd4,2016-12-12T23:01:26.040Z,"11km S of Medford, Oklahoma",earthquake,1,5.1,,,reviewed,tul,tul
2016-09-17T06:08:07.700Z,36.8673,-98.3474,5.564,3.5,ml,,106,,0.22,us,us10006qd2,2016-12-12T23:01:26.040Z,"12km N of Cherokee, Oklahoma",earthquake,0.9,5.2,,,reviewed,tul,tul
2016-09-17T02:45:21.900Z,36.9387,-97.9069,3.994,2.6,ml,,44,,0.38,us,us10006qc6,2016-12-12T23:01:26.040Z,"21km NW of Medford, Oklahoma",earthquake,2.1,2.6,,,reviewed,tul,tul
2016-09-17T00:29:39.270Z,47.936,-123.2313333,40.72,2.77,ml,30,48,0.1264,0.27,uw,uw61209596,2016-12-12T23:01:26.040Z,"18km SSW of Sequim, Washington",earthquake,0.51,0.67,0.15,121,reviewed,uw,uw
2016-09-16T23:55:33.300Z,36.4595,-98.759,7.683,3.9,ml,,53,,0.2,us,us10006qa4,2016-12-12T23:01:26.040Z,"32km NW of Fairview, Oklahoma",earthquake,2.6,6.6,,,reviewed,tul,tul
2016-09-16T23:02:23.400Z,36.4319,-96.8994,3.555,2.5,ml,,70,,0.19,us,us10006q9w,2016-12-12T23:01:26.040Z,"13km NW of Pawnee, Oklahoma",earthquake,0.9,1.3,,,reviewed,tul,tul
2016-09-16T22:28:50.700Z,36.4055,-96.8887,2.763,2.7,ml,,58,,0.11,us,us10006q9n,2016-12-12T23:01:26.040Z,"10km NW of Pawnee, Oklahoma",earthquake,0.8,2.4,,,reviewed,tul,tul
2016-09-16T18:01:28.000Z,36.7824,-98.561,5,3,ml,,92,,0.2,us,us10006q7p,2016-12-12T23:01:25.040Z,"9km ESE of Alva, Oklahoma",earthquake,1.3,1.1,,,reviewed,tul,tul
2016-09-16T13:46:05.500Z,36.3746,-97.7218,5.993,2.7,ml,,36,,0.23,us,us10006q3t,2016-12-12T23:01:25.040Z,"14km E of Enid, Oklahoma",earthquake,1.2,6.8,,,reviewed,tul,tul
2016-09-16T10:51:53.400Z,35.342,-96.5386,3.876,2.6,ml,,74,,0.65,us,us10006q37,2016-12-12T23:01:25.040Z,"17km NE of Seminole, Oklahoma",earthquake,2.4,7.7,,,reviewed,tul,tul
2016-09-16T07:11:18.100Z,36.0829,-97.3067,5.778,2.5,ml,,33,,0.12,us,us10006q1j,2016-12-12T23:01:25.040Z,"15km NNW of Langston, Oklahoma",earthquake,0.6,5.9,,,reviewed,tul,tul
2016-09-16T05:51:08.980Z,39.0022,-99.5624,2.1,2.5,mb_lg,,76,0.232,0.39,us,us10006q15,2016-12-12T23:01:25.040Z,"7km N of Ellis, Kansas",earthquake,3,8.1,0.065,61,reviewed,us,us
2016-09-16T03:55:18.960Z,39.0154,-99.5827,9.04,3.1,mb_lg,,41,0.234,0.34,us,us10006q0f,2016-12-12T23:01:25.040Z,"8km NNW of Ellis, Kansas",earthquake,3.5,7.5,0.049,109,reviewed,us,us
2016-09-16T02:58:27.730Z,39.0129,-99.5747,5,3.3,mb_lg,,41,0.235,0.62,us,us10006q09,2016-12-12T23:01:25.040Z,"8km N of Ellis, Kansas",earthquake,4.1,2,0.046,124,reviewed,us,us
2016-09-16T01:48:48.920Z,40.3791667,-124.9655,3.24,3,ml,61,234,0.4883,0.27,nc,nc72696581,2017-02-11T00:34:06.290Z,"63km WSW of Ferndale, California",earthquake,0.69,1.14,0.148,18,reviewed,nc,nc
2016-09-16T00:36:31.950Z,36.6195,-120.6425,5.59,2.54,md,73,86,0.1288,0.21,nc,nc72696561,2017-02-11T00:33:44.130Z,"27km WSW of Mendota, California",earthquake,0.29,0.65,0.186,60,reviewed,nc,nc
2016-09-15T23:17:19.370Z,38.1956667,-112.6191667,8.79,2.66,ml,24,39,0.3116,0.11,uu,uu60161717,2016-12-07T02:56:17.040Z,"9km SSE of Beaver, Utah",earthquake,0.26,0.57,0.113,11,reviewed,uu,uu
2016-09-15T22:47:24.800Z,40.5231667,-112.1551667,-2,2.51,ml,25,65,0.07608,0.17,uu,uu60161692,2016-09-16T14:40:14.230Z,"10km W of Herriman, Utah",quarry blast,0.34,31.61,0.179,19,reviewed,uu,uu
2016-09-15T22:34:06.570Z,43.7624,-105.2836,0,3.1,ml,,59,0.97,0.57,us,us10006pyq,2016-12-07T02:56:17.040Z,"Wyoming",mining explosion,3.8,2,0.046,72,reviewed,us,us
2016-09-15T22:09:01.300Z,36.6139,-98.05,6.193,2.8,ml,,46,,0.18,us,us10006pyk,2016-12-07T02:56:17.040Z,"21km ENE of Helena, Oklahoma",earthquake,1.1,1.3,,,reviewed,tul,tul
2016-09-15T20:38:27.080Z,44.0759,-105.4658,0,3.2,ml,,98,1.031,0.99,us,us10006pxj,2016-12-07T02:56:17.040Z,"Wyoming",mining explosion,3.4,2,0.045,75,reviewed,us,us
2016-09-15T19:55:51.100Z,36.4275,-96.9273,5.172,2.6,ml,,40,,0.21,us,us10006px2,2016-12-07T02:56:17.040Z,"14km NW of Pawnee, Oklahoma",earthquake,0.9,1.2,,,reviewed,tul,tul
2016-09-15T18:11:07.300Z,44.0342,-105.3107,0,3.2,ml,,97,0.922,1.09,us,us10006rz8,2016-12-07T02:56:17.040Z,"Wyoming",mining explosion,2.5,2,0.044,69,reviewed,us,us
2016-09-15T18:00:37.900Z,36.4421,-98.6906,7.328,2.8,ml,,50,,0.34,us,us10006pw8,2016-12-07T02:56:17.040Z,"26km NW of Fairview, Oklahoma",earthquake,2.6,5.5,,,reviewed,tul,tul
2016-09-15T15:58:19.840Z,44.0705,-105.3185,0,3.1,ml,,77,0.925,1.27,us,us10006rz7,2016-12-07T02:56:16.040Z,"Wyoming",mining explosion,4.9,2,0.05,56,reviewed,us,us
2016-09-15T03:55:23.660Z,38.6827,-97.4618,13.66,2.6,mb_lg,,44,0.785,0.48,us,us10006pp3,2016-12-07T02:56:16.040Z,"21km SE of Salina, Kansas",earthquake,3.6,8.1,0.062,67,reviewed,us,us
2016-09-14T22:58:21.900Z,35.6693,-97.4046,7.366,2.6,ml,,35,,0.62,us,us10006pnc,2016-12-07T02:56:15.040Z,"6km ENE of Edmond, Oklahoma",earthquake,1.2,3.6,,,reviewed,tul,tul
2016-09-14T22:43:57.200Z,35.6691,-97.4022,7.304,3.2,ml,,35,,0.28,us,us10006pn8,2016-12-07T02:56:15.040Z,"7km ENE of Edmond, Oklahoma",earthquake,0.9,2.5,,,reviewed,tul,tul
2016-09-14T19:04:40.960Z,45.9183,-106.7665,0,3,ml,,106,0.857,0.67,us,us10006re4,2016-12-07T02:56:15.040Z,"eastern Montana",mining explosion,3.1,2,0.057,40,reviewed,us,us
2016-09-14T17:13:44.900Z,36.451,-98.7703,7.783,3.7,mwr,,54,,0.2,us,us10006pir,2016-12-07T02:56:15.040Z,"32km NW of Fairview, Oklahoma",earthquake,0.8,3.6,0.044,49,reviewed,tul,us
2016-09-14T13:01:05.900Z,36.0812,-97.307,5.849,2.6,ml,,34,,0.08,us,us10006pgq,2016-12-07T02:56:15.040Z,"15km NNW of Langston, Oklahoma",earthquake,1.3,5.3,,,reviewed,tul,tul
2016-09-14T12:12:06.600Z,39.0361,-99.5676,5,3.3,mwr,,89,0.258,0.28,us,us10006pgn,2016-12-07T02:56:15.040Z,"10km N of Ellis, Kansas",earthquake,2.6,2,,19,reviewed,us,slm
2016-09-14T11:49:14.500Z,36.0427,-96.7816,4.083,2.6,ml,,60,,0.15,us,us10006pgd,2016-12-07T02:56:15.040Z,"6km NNW of Cushing, Oklahoma",earthquake,1,2,,,reviewed,tul,tul
2016-09-14T04:25:24.300Z,36.2144,-97.5698,6.507,2.9,ml,,29,,0.39,us,us10006pe7,2016-12-07T02:56:14.040Z,"26km WSW of Perry, Oklahoma",earthquake,1.6,6.1,,,reviewed,tul,tul
2016-09-13T20:00:03.006Z,40.1229,-119.6472,10.5,3,ml,36,111.06,0.225,0.1935,nn,nn00559946,2018-07-02T18:03:27.250Z,"52km N of Spanish Springs, Nevada",earthquake,,1.9,0.17,13,reviewed,nn,nn
2016-09-13T17:45:18.200Z,36.7819,-97.8178,6.784,3.3,ml,,52,,0.31,us,us10006pav,2016-12-07T02:56:14.040Z,"8km WSW of Medford, Oklahoma",earthquake,1,2.6,,,reviewed,tul,tul
2016-09-13T17:35:42.640Z,38.811,-122.8158333,2.72,2.9,ml,67,44,0.01081,0.07,nc,nc72694901,2017-02-11T00:17:13.910Z,"6km NW of The Geysers, California",earthquake,0.1,0.27,0.151,38,reviewed,nc,nc
2016-09-13T16:18:00.580Z,37.3628,-98.0942,8.44,3.3,ml,,96,0.1,0.7,us,us10006p9q,2016-12-07T02:56:14.040Z,"10km NW of Harper, Kansas",earthquake,1.6,6.7,0.193,18,reviewed,us,ismp
2016-09-13T15:09:14.400Z,36.7791,-97.8203,5.781,3,ml,,53,,0.15,us,us10006p98,2016-12-07T02:56:14.040Z,"8km WSW of Medford, Oklahoma",earthquake,1,2.1,,,reviewed,tul,tul
2016-09-13T12:16:24.700Z,35.0015,-97.8779,4.564,2.9,ml,,88,,0.47,us,us10006p8w,2016-12-07T02:56:14.040Z,"7km SE of Chickasha, Oklahoma",earthquake,1.7,6.5,,,reviewed,tul,tul
2016-09-13T07:50:22.080Z,37.8046667,-122.1975,4.02,3.54,mw,236,12,0.00991,0.14,nc,nc72694726,2018-07-25T19:50:21.724Z,"3km SE of Piedmont, California",earthquake,0.08,0.13,,5,reviewed,nc,nc
2016-09-13T05:54:03.200Z,38.6098333,-112.5636667,4.11,2.6,ml,24,61,0.09125,0.17,uu,uu60161272,2016-12-07T02:56:13.040Z,"37km N of Beaver, Utah",earthquake,0.47,1.39,0.173,18,reviewed,uu,uu
2016-09-13T03:13:58.700Z,35.6722,-97.4017,6.603,2.7,ml,,34,,0.33,us,us10006p74,2016-12-07T02:56:13.040Z,"7km ENE of Edmond, Oklahoma",earthquake,0.8,2.5,,,reviewed,tul,tul
2016-09-13T02:15:21.300Z,36.2466,-98.4464,6.105,3.7,ml,,59,,0.58,us,us10006p6u,2016-12-07T02:56:13.040Z,"3km SE of Fairview, Oklahoma",earthquake,3.2,7.1,,,reviewed,tul,tul
2016-09-13T02:05:48.200Z,36.2452,-98.4476,6.022,3.3,mwr,,45,,0.5,us,us10006p6m,2016-12-07T02:56:13.040Z,"3km SE of Fairview, Oklahoma",earthquake,1.8,7.6,,10,reviewed,tul,slm
2016-09-12T23:47:03.100Z,35.6688,-97.4026,7.286,2.7,ml,,45,,0.67,us,us10006p6a,2016-12-07T02:56:13.040Z,"7km ENE of Edmond, Oklahoma",earthquake,0.8,4.1,,,reviewed,tul,tul
2016-09-12T23:45:01.800Z,36.3172,-96.966,6.318,2.8,ml,,35,,0.28,us,us10006p69,2016-12-07T02:56:13.040Z,"14km W of Pawnee, Oklahoma",earthquake,0.8,2.5,,,reviewed,tul,tul
2016-09-12T23:19:30.000Z,35.6707,-97.4039,7.245,2.5,ml,,34,,0.45,us,us10006p63,2016-12-07T02:56:13.040Z,"7km ENE of Edmond, Oklahoma",earthquake,0.6,3.7,,,reviewed,tul,tul
2016-09-12T21:39:14.500Z,36.4316,-96.9089,4.376,3,ml,,70,,0.28,us,us10006p55,2016-12-07T02:56:13.040Z,"14km NW of Pawnee, Oklahoma",earthquake,1,1.5,,,reviewed,tul,tul
2016-09-12T19:17:26.220Z,41.8268333,-124.3836667,17.53,3.25,ml,9,211,0.1568,0.12,nc,nc72694531,2017-02-11T00:10:29.424Z,"17km WNW of Crescent City, California",earthquake,0.66,0.72,0.171,15,reviewed,nc,nc
2016-09-12T16:18:40.520Z,41.2591667,-122.2393333,5.41,2.58,md,21,69,0.08919,0.05,nc,nc72694446,2017-02-11T00:09:10.420Z,"6km NNE of Dunsmuir, California",earthquake,0.17,0.93,0.193,29,reviewed,nc,nc
2016-09-12T14:03:51.210Z,32.4775,-97.1202,5,2.6,mb_lg,,81,0.017,0.41,us,us10006p53,2016-12-07T02:56:12.040Z,"5km NNW of Venus, Texas",earthquake,2.5,2,0.109,22,reviewed,us,us
2016-09-12T11:38:53.100Z,35.9568,-97.2266,6.599,2.6,ml,,50,,0.23,us,us10006p1i,2016-12-07T02:56:12.040Z,"2km ENE of Langston, Oklahoma",earthquake,0.9,6.5,,,reviewed,tul,tul
2016-09-12T11:08:21.370Z,32.193,-117.7476667,5.86,2.82,ml,12,238,0.6667,0.35,ci,ci37476391,2016-09-12T15:22:43.062Z,"69km WSW of Rosarito, B.C., MX",earthquake,1.32,31.61,0.118,76,reviewed,ci,ci
2016-09-12T09:57:28.900Z,36.4067,-96.8547,5.032,2.6,ml,,68,,0.2,us,us10006p0r,2016-12-07T02:56:12.040Z,"8km NNW of Pawnee, Oklahoma",earthquake,0.6,1.8,,,reviewed,tul,tul
2016-09-12T08:33:54.000Z,36.7775,-97.8179,6.193,2.6,ml,,52,,0.48,us,us10006p01,2016-12-07T02:56:12.040Z,"8km WSW of Medford, Oklahoma",earthquake,0.7,7,,,reviewed,tul,tul
2016-09-12T05:54:12.700Z,36.4068,-96.8542,5.267,3,ml,,52,,0.24,us,us10006nyg,2016-12-07T02:56:12.040Z,"8km NNW of Pawnee, Oklahoma",earthquake,1,1.5,,,reviewed,tul,tul
2016-09-12T04:53:44.900Z,36.7003,-97.6783,7.994,2.5,ml,,49,,0.24,us,us10006ny2,2016-12-07T02:56:12.040Z,"12km SSE of Medford, Oklahoma",earthquake,1.1,2.4,,,reviewed,tul,tul
2016-09-11T16:24:10.800Z,35.0036,-97.8816,8.546,2.5,ml,,76,,0.33,us,us10006nva,2016-12-07T02:56:11.040Z,"7km SE of Chickasha, Oklahoma",earthquake,1.5,6.6,,,reviewed,tul,tul
2016-09-11T15:18:49.200Z,36.4766,-98.7424,7.738,2.6,ml,,65,,0.47,us,us10006nv4,2016-12-07T02:56:11.040Z,"32km NW of Fairview, Oklahoma",earthquake,2.8,7.7,,,reviewed,tul,tul
2016-09-11T13:06:11.600Z,36.4608,-98.7654,7.504,2.5,ml,,58,,0.31,us,us10006nuh,2016-12-07T02:56:11.040Z,"33km NW of Fairview, Oklahoma",earthquake,2.2,5.5,,,reviewed,tul,tul
2016-09-11T10:45:07.100Z,36.166,-97.0217,6.381,2.7,ml,,47,,0.2,us,us10006ntu,2016-12-07T02:56:10.040Z,"6km NNE of Stillwater, Oklahoma",earthquake,0.8,2.9,,,reviewed,tul,tul
2016-09-11T10:43:29.500Z,36.1661,-97.022,6.599,2.7,ml,,41,,0.17,us,us10006ntt,2016-12-07T02:56:10.040Z,"6km NNE of Stillwater, Oklahoma",earthquake,0.8,3.5,,,reviewed,tul,tul
2016-09-11T09:33:07.200Z,36.1655,-97.0225,6.476,2.8,ml,,41,,0.22,us,us10006ntp,2016-12-07T02:56:10.040Z,"6km NNE of Stillwater, Oklahoma",earthquake,0.7,4.3,,,reviewed,tul,tul
2016-09-11T04:57:16.300Z,36.4162,-96.9024,5.139,2.9,ml,,62,,0.51,us,us10006ns7,2016-12-07T02:56:10.040Z,"12km NW of Pawnee, Oklahoma",earthquake,1.5,2.7,,,reviewed,tul,tul
2016-09-10T22:27:53.730Z,33.7486667,-119.3883333,-0.24,2.94,ml,38,98,0.3205,0.31,ci,ci37475303,2016-09-12T15:12:24.041Z,"34km SSE of Santa Cruz Is. (E end), CA",earthquake,0.33,1.45,0.13,133,reviewed,ci,ci
2016-09-10T20:41:39.380Z,45.7265,-112.1241667,6.79,3.33,ml,32,79,0.205,0.21,mb,mb80170904,2016-12-07T02:56:09.040Z,"16km S of Whitehall, Montana",earthquake,0.45,0.76,0.325,28,reviewed,mb,mb
2016-09-10T19:44:21.780Z,43.5352,-105.2468,0,3.5,ml,,89,1.054,0.88,us,us10006np9,2016-12-07T02:56:09.040Z,"Wyoming",mining explosion,5.5,2,0.054,49,reviewed,us,us
2016-09-10T17:26:45.800Z,36.4265,-96.9057,5.718,2.5,ml,,69,,0.33,us,us10006nm9,2016-12-07T02:56:09.040Z,"13km NW of Pawnee, Oklahoma",earthquake,0.7,1.4,,,reviewed,tul,tul
2016-09-10T16:16:32.140Z,49.2033,-119.2358,1,3.9,mwr,,,,0.6,us,us10006nlu,2016-12-07T02:56:09.040Z,"23km E of Oliver, Canada",earthquake,3.4,2,0.044,49,reviewed,pgc,us
2016-09-10T11:38:25.700Z,35.8799,-97.1226,4.673,3.2,ml,,35,,0.27,us,us10006nku,2016-12-07T02:56:09.040Z,"13km SW of Perkins, Oklahoma",earthquake,1,3.7,,,reviewed,tul,tul
2016-09-10T09:01:18.628Z,41.9483,-119.6714,3.5,3,ml,6,80.45,0.089,0.0941,nn,nn00559536,2018-07-02T18:03:12.506Z,"61km ESE of Lakeview, Oregon",earthquake,,3.6,0.31,5,reviewed,nn,nn
2016-09-10T05:31:26.030Z,31.6708333,-115.9768333,5.38,2.91,ml,23,140,0.3236,0.24,ci,ci37474767,2016-09-12T15:12:35.283Z,"56km E of Maneadero, B.C., MX",earthquake,0.54,1.24,0.107,73,reviewed,ci,ci
2016-09-09T22:51:28.210Z,36.0947,-96.7449,5,3.1,mb_lg,,58,0.082,0.48,us,us10006nh3,2016-12-07T02:56:08.040Z,"4km WSW of Yale, Oklahoma",earthquake,0.9,1.8,0.057,81,reviewed,us,us
2016-09-09T22:35:35.200Z,36.7216,-98.3926,4.121,3,ml,,122,,0.57,us,us10006ngu,2016-12-07T02:56:08.040Z,"4km SW of Cherokee, Oklahoma",earthquake,1.5,6.6,,,reviewed,tul,tul
2016-09-09T20:28:01.100Z,36.4063,-96.8779,4.743,2.6,ml,,67,,0.24,us,us10006nfa,2016-12-07T02:56:08.040Z,"10km NW of Pawnee, Oklahoma",earthquake,1.3,0.6,,,reviewed,tul,tul
2016-09-09T17:31:40.900Z,36.3163,-96.9678,6.846,3.7,ml,,39,,0.22,us,us10006ndu,2016-12-07T02:56:07.040Z,"14km W of Pawnee, Oklahoma",earthquake,1,3.2,,,reviewed,tul,tul
2016-09-09T16:22:26.200Z,36.3161,-96.9667,6.588,2.7,ml,,39,,0.17,us,us10006nci,2016-12-07T02:56:07.040Z,"14km W of Pawnee, Oklahoma",earthquake,1.1,1.4,,,reviewed,tul,tul
2016-09-09T13:45:37.560Z,36.4526667,-89.5346667,10.26,3.44,mw,89,27,0.06306,0.12,nm,nm60132667,2016-12-07T02:56:07.040Z,"9km NW of Tiptonville, Tennessee",earthquake,0.14,0.28,,33,reviewed,nm,nm
2016-09-09T10:49:10.530Z,37.6255,-97.106,3.1,2.8,mb_lg,,263,0.494,0.64,us,us10006naj,2016-12-07T02:56:07.040Z,"7km NNE of Rose Hill, Kansas",earthquake,1.8,5.4,0.059,76,reviewed,ismp,us
2016-09-09T03:10:48.700Z,36.8506,-97.6967,6.762,2.7,ml,,38,,0.57,us,us10006n8s,2016-12-07T02:56:07.040Z,"5km NE of Medford, Oklahoma",earthquake,1.2,4.6,,,reviewed,tul,tul
2016-09-09T02:06:29.100Z,35.5166,-97.3974,7.481,3.5,mwr,,54,,0.53,us,us10006n8p,2016-12-07T02:56:07.040Z,"1km WSW of Spencer, Oklahoma",earthquake,4.3,5,0.065,23,reviewed,tul,us
2016-09-09T00:21:33.200Z,36.3955,-97.2956,6.527,3,ml,,40,,0.51,us,us10006n88,2016-12-07T02:56:06.040Z,"11km N of Perry, Oklahoma",earthquake,1.2,6.7,,,reviewed,tul,tul
2016-09-08T22:52:03.200Z,36.167,-97.0473,7.473,2.5,ml,,44,,0.64,us,us10006n75,2016-12-03T02:54:49.040Z,"5km N of Stillwater, Oklahoma",earthquake,1.2,6.2,,,reviewed,tul,tul
2016-09-08T21:38:43.400Z,36.1683,-97.048,6.014,3.1,ml,,37,,0.6,us,us10006n6h,2016-12-03T02:54:49.040Z,"5km N of Stillwater, Oklahoma",earthquake,1,5.1,,,reviewed,tul,tul
2016-09-08T21:34:43.100Z,36.1674,-97.0459,5.942,3.2,ml,,45,,0.62,us,us10006n69,2016-12-03T02:54:49.040Z,"5km N of Stillwater, Oklahoma",earthquake,1.1,6.7,,,reviewed,tul,tul
2016-09-08T21:29:29.000Z,36.286,-97.5077,5.131,3.3,mwr,,25,,0.63,us,us10006n67,2016-12-03T02:54:49.040Z,"19km W of Perry, Oklahoma",earthquake,1.1,7.5,,13,reviewed,tul,slm
2016-09-08T19:00:29.900Z,36.4465,-96.9537,5.893,2.6,ml,,71,,0.19,us,us10006n46,2016-12-03T02:54:49.040Z,"18km NW of Pawnee, Oklahoma",earthquake,1.1,2.3,,,reviewed,tul,tul
2016-09-08T17:50:09.264Z,41.8793,-119.6416,10.9,2.6,ml,4,76.9,0.136,0.1027,nn,nn00559315,2018-07-02T18:03:06.106Z,"67km ESE of Lakeview, Oregon",earthquake,,5.2,0.25,4,reviewed,nn,nn
2016-09-08T16:19:35.360Z,46.8278333,-114.6981667,3.73,2.6,ml,24,70,0.267,0.16,mb,mb80170284,2016-12-03T02:54:49.040Z,"41km WSW of Frenchtown, Montana",earthquake,0.47,4.03,0.249,17,reviewed,mb,mb
2016-09-08T15:36:22.900Z,36.3943,-97.2938,6.525,2.9,ml,,40,,0.35,us,us10006n1a,2016-12-03T02:54:49.040Z,"11km N of Perry, Oklahoma",earthquake,0.7,5.1,,,reviewed,tul,tul
2016-09-08T08:40:50.450Z,40.5148333,-124.1015,22.12,2.87,md,20,59,0.08198,0.07,nc,nc72691826,2017-02-10T23:36:54.550Z,"1km NNE of Rio Dell, California",earthquake,0.29,0.52,0.137,50,reviewed,nc,nc
2016-09-08T07:49:57.100Z,36.6865,-98.2611,5.552,2.6,ml,,75,,0.09,us,us10006mz0,2016-12-03T02:54:48.040Z,"11km SE of Cherokee, Oklahoma",earthquake,1.3,4.6,,,reviewed,tul,tul
2016-09-08T05:17:00.800Z,36.4528,-98.7751,7.915,2.7,ml,,59,,0.53,us,us10006my4,2016-12-03T02:54:48.040Z,"33km NW of Fairview, Oklahoma",earthquake,1.3,1.6,,,reviewed,tul,tul
2016-09-08T01:54:16.100Z,36.4075,-96.8947,3.53,2.5,ml,,62,,0.16,us,us10006mx7,2016-12-03T02:54:48.040Z,"11km NW of Pawnee, Oklahoma",earthquake,0.8,1.8,,,reviewed,tul,tul
